path,win_probability,win_loss_ratio,segments_per_day,micros,runs,breakeven_win_probability,expected_gross_edge_ticks_per_trade_per_micro,expected_gross_edge_usd_per_trade_per_micro,pass_rate_per_attempt,p_first_payout_within_12m,monthly_net_mean,monthly_net_p10,monthly_net_p50,monthly_net_p90,p_beats_random_null_trader,mean_xfa_breaches,p_run_reaches_5_live,p_same_day_multi_breach,c80_critical_value,c80_power,c80_power_se,c80_power_lower95,c80_verdict,robust_c80_critical_value,robust_c80_power,robust_c80_power_se,robust_c80_power_lower95,robust_c80_verdict,c90_critical_value,c90_power,c90_power_se,c90_power_lower95,c90_verdict,robust_c90_critical_value,robust_c90_power,robust_c90_power_se,robust_c90_power_lower95,robust_c90_verdict,c95_critical_value,c95_power,c95_power_se,c95_power_lower95,c95_verdict,robust_c95_critical_value,robust_c95_power,robust_c95_power_se,robust_c95_power_lower95,robust_c95_verdict
standard,0.4,2.0,4,2,8000,0.3333333333333333,9.29252359959961,11.615654499499513,0.4572286796395455,0.974875,739.1027421875,-57.96525,345.75166666666667,2022.3737500000002,0.852641890625,4.45025,0.038375,0.22725,-17.440166666666652,0.839625,0.004102664673340365,0.8315837772402528,pass,420.1011666666668,0.458625,0.005570997547286751,0.44770584480731795,fail,66.25,0.730125,0.004962893364447296,0.7203977290056833,fail,873.5891666666669,0.278625,0.005012398494919872,0.26880069894995706,fail,195.32474999999994,0.607875,0.005458513813014949,0.5971763129264908,fail,1422.9244583333327,0.16575,0.004157477262415274,0.15760134456566607,fail
standard,0.45,0.75,4,2,8000,0.5714285714285714,-16.123041712934473,-20.153802141168093,0.0037691582854175883,0.008,-127.77319833333334,-145.33333333333334,-124.91666666666667,-112.5,0.08643840625,0.0945,0.0,0.0,-17.440166666666652,0.001,0.0003533765696816924,0.00030738192342388295,fail,420.1011666666668,0.0,0.0,0.0,fail,66.25,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,873.5891666666669,0.0,0.0,0.0,fail,195.32474999999994,0.0,0.0,0.0,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.45,1.0,4,2,8000,0.5,-6.5708064516129046,-8.21350806451613,0.03264528106687074,0.126125,-101.5269296875,-125.08333333333333,-104.5,-83.91666666666667,0.250521375,0.54375,0.0,0.00425,-17.440166666666652,0.02375,0.0017024224468386218,0.020413252004196303,fail,420.1011666666668,0.00075,0.0003060713764794088,0.00015010010210035878,fail,66.25,0.007125,0.0009403612587059294,0.005281891932936379,fail,873.5891666666669,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,195.32474999999994,0.002625,0.0005720696390082243,0.0015037435075438805,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.45,1.5,4,2,8000,0.4,6.706301252099718,8.382876565124647,0.3670910893030247,0.93425,321.91549614583334,-94.03291666666665,93.50708333333334,964.5646666666671,0.7523200859375,3.73575,0.009625,0.165125,-17.440166666666652,0.68725,0.005183356025539824,0.677090622189942,fail,420.1011666666668,0.252625,0.004858055287033588,0.24310321163741416,fail,66.25,0.537375,0.005574530354377398,0.5264489205054204,fail,873.5891666666669,0.11725,0.003596915996725528,0.11020004464641796,fail,195.32474999999994,0.393,0.005460666168152014,0.3822970943104221,fail,1422.9244583333327,0.05325,0.0025103395562154534,0.04832973446981771,fail
standard,0.45,2.0,4,2,8000,0.3333333333333333,16.261916299299305,20.32739537412413,0.7055660123689164,0.999875,4147.340236041667,702.1738333333334,3383.284583333333,8814.097666666668,0.9892491328124999,5.391125,0.47475,0.419875,-17.440166666666652,0.995375,0.0007585849799956487,0.9938881734392085,pass,420.1011666666668,0.946125,0.0025241950294846477,0.9411775777422101,pass,66.25,0.9895,0.0011396134212968863,0.9872663576942582,pass,873.5891666666669,0.869875,0.0037615237001612798,0.8625024135476839,pass,195.32474999999994,0.976,0.0017111399708965957,0.9726461656570426,pass,1422.9244583333327,0.781,0.004623837691788067,0.7719372781240954,fail
standard,0.5,0.75,4,2,8000,0.5714285714285714,-9.484142184079104,-11.85517773009888,0.017971782738337095,0.063375,-110.01077229166667,-129.16666666666666,-112.5,-96.16666666666667,0.19657603125,0.344375,0.0,0.00125,-17.440166666666652,0.008375,0.0010188755674148831,0.00637800388786683,fail,420.1011666666668,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,66.25,0.002625,0.0005720696390082243,0.0015037435075438805,fail,873.5891666666669,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,195.32474999999994,0.001,0.0003533765696816924,0.00030738192342388295,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.5,1.0,4,2,8000,0.5,0.0,0.0,0.13905186795883556,0.550125,-42.84574739583333,-121.0,-88.0,71.71675000000002,0.4339588203125,1.727875,0.0,0.032375,-17.440166666666652,0.200125,0.0044731837707470724,0.19135755980933575,fail,420.1011666666668,0.0175,0.001466021401617316,0.014626598052830063,fail,66.25,0.103375,0.0034038325710697053,0.09670348816070337,fail,873.5891666666669,0.00425,0.0007273184911027631,0.002824455757438585,fail,195.32474999999994,0.0515,0.002471025849723147,0.04665678933454263,fail,1422.9244583333327,0.000875,0.0003305741926935616,0.0002270745823206193,fail
standard,0.5,1.5,4,2,8000,0.4,13.41260250419944,16.765753130249298,0.6306940803672004,0.999125,2355.7937725,226.99666666666675,1584.0166666666667,5758.969666666667,0.967429125,5.722125,0.2325,0.435125,-17.440166666666652,0.980625,0.0015410876587251628,0.9776044681888987,pass,420.1011666666668,0.835375,0.004146136897387133,0.8272485716811212,pass,66.25,0.955625,0.002302331953015248,0.9511124293720901,pass,873.5891666666669,0.685875,0.005189538567818433,0.6757035044070758,fail,195.32474999999994,0.911125,0.0031815136801332483,0.9048892331869388,pass,1422.9244583333327,0.5385,0.0055735732479263245,0.5275757964340644,fail
standard,0.5,2.0,4,2,8000,0.3333333333333333,23.231308998999005,29.039136248748754,0.8694511044589782,1.0,10458.655318541667,5477.812333333333,10985.192916666665,14495.633666666668,0.999841234375,2.961625,0.9525,0.258875,-17.440166666666652,1.0,0.0,1.0,pass,420.1011666666668,0.999625,0.00021646575219882191,0.9992007271256903,pass,66.25,1.0,0.0,1.0,pass,873.5891666666669,0.99775,0.0005297331285656928,0.9967117230680113,pass,195.32474999999994,0.999875,0.000124992187255865,0.9996300153129785,pass,1422.9244583333327,0.994,0.0008634234187233982,0.9923076900993021,pass
standard,0.55,0.75,4,2,8000,0.5714285714285714,-2.845242655223725,-3.556553319029656,0.08312199204854571,0.351625,-79.27976010416667,-124.91666666666667,-96.46833333333333,-26.04674999999999,0.3416469453125,1.16825,0.0,0.01575,-17.440166666666652,0.09,0.003199609351155231,0.08372876567173575,fail,420.1011666666668,0.00375,0.0006833682663835071,0.002410598197888326,fail,66.25,0.03925,0.0021711010311590753,0.03499464197892821,fail,873.5891666666669,0.0005,0.00024993749218554627,1.0122515316329317e-05,fail,195.32474999999994,0.016875,0.001440062254513672,0.014052477981153205,fail,1422.9244583333327,0.000125,0.00012499218725584412,-0.00011998468702145444,fail
standard,0.55,1.0,4,2,8000,0.5,6.570806451612909,8.213508064516136,0.376107804940703,0.950125,333.9908235416666,-89.75491666666666,116.57208333333332,1014.1700000000004,0.7699523749999999,3.916125,0.009125,0.18425,-17.440166666666652,0.717,0.0050362560498846765,0.707128938142226,fail,420.1011666666668,0.262,0.004916248569793842,0.25236415280320407,fail,66.25,0.569,0.00553668447719391,0.5581480984246999,fail,873.5891666666669,0.123875,0.003683238798513477,0.11665585195491358,fail,195.32474999999994,0.417,0.0055126105431093165,0.4061952833355057,fail,1422.9244583333327,0.055375,0.0025570639749280815,0.05036315460914096,fail
standard,0.55,1.5,4,2,8000,0.4,20.11890375629917,25.148629695373963,0.8218209887710919,1.0,7943.4633370833335,2668.0101666666665,7903.7925000000005,13131.447333333337,0.9991688671875001,4.47125,0.829,0.4125,-17.440166666666652,1.0,0.0,1.0,pass,420.1011666666668,0.997,0.0006114531870879408,0.9958015517533076,pass,66.25,0.999875,0.000124992187255865,0.9996300153129785,pass,873.5891666666669,0.9875,0.0012421629321469848,0.985065360652992,pass,195.32474999999994,0.999,0.0003533765696816926,0.9983073819234238,pass,1422.9244583333327,0.96775,0.0019751562438197136,0.9638786937621133,pass
standard,0.55,2.0,4,2,8000,0.3333333333333333,30.200701698698712,37.75087712337339,0.9396919866282777,1.0,15268.403075520833,12381.503916666667,15562.911250000001,17821.847833333333,0.99999940625,1.085125,0.999375,0.095125,-17.440166666666652,1.0,0.0,1.0,pass,420.1011666666668,1.0,0.0,1.0,pass,66.25,1.0,0.0,1.0,pass,873.5891666666669,1.0,0.0,1.0,pass,195.32474999999994,1.0,0.0,1.0,pass,1422.9244583333327,1.0,0.0,1.0,pass
standard,0.6,0.75,4,2,8000,0.5714285714285714,3.793656873631633,4.7420710920395415,0.2730189185286047,0.8625,106.83258364583334,-108.75,-16.355,452.21908333333334,0.6387864609375,3.0295,0.001625,0.1125,-17.440166666666652,0.503125,0.005590060759676499,0.4921684809110341,fail,420.1011666666668,0.110125,0.003499955077836714,0.10326508804744004,fail,66.25,0.336,0.005280909012660605,0.32564941833518524,fail,873.5891666666669,0.03775,0.0021308724005674297,0.03357349009488784,fail,195.32474999999994,0.214,0.004585357128948628,0.20501270002726069,fail,1422.9244583333327,0.013375,0.001284333940949549,0.010857705475738885,fail
standard,0.6,1.0,4,2,8000,0.5,13.141612903225802,16.427016129032253,0.6384649840102501,0.99975,2308.6589649999996,263.58483333333334,1551.8945833333332,5553.5098333333335,0.970642203125,6.00475,0.228,0.494625,-17.440166666666652,0.98425,0.0013920280843072116,0.9815216249547578,pass,420.1011666666668,0.844125,0.004055520687516585,0.8361761794524675,pass,66.25,0.96175,0.0021443803737909934,0.9575470144673697,pass,873.5891666666669,0.687,0.005184484063048125,0.6768384112364257,fail,195.32474999999994,0.923625,0.0029694666898072786,0.9178048452879778,pass,1422.9244583333327,0.5295,0.0055804317709295575,0.5185623537289781,fail
standard,0.6,1.5,4,2,8000,0.4,26.825205008398886,33.53150626049861,0.925933581369712,1.0,14016.8565546875,10168.049500000001,14466.451666666668,17180.333833333334,0.9999939062500001,1.77825,0.997375,0.170625,-17.440166666666652,1.0,0.0,1.0,pass,420.1011666666668,1.0,0.0,1.0,pass,66.25,1.0,0.0,1.0,pass,873.5891666666669,0.999875,0.000124992187255865,0.9996300153129785,pass,195.32474999999994,1.0,0.0,1.0,pass,1422.9244583333327,0.999875,0.000124992187255865,0.9996300153129785,pass
standard,0.6,2.0,4,2,8000,0.3333333333333333,37.1700943983984,46.462617997997995,0.9670436903969838,1.0,18442.739060729167,16393.235083333333,18561.113333333335,20410.3085,1.0,0.4505,1.0,0.039875,-17.440166666666652,1.0,0.0,1.0,pass,420.1011666666668,1.0,0.0,1.0,pass,66.25,1.0,0.0,1.0,pass,873.5891666666669,1.0,0.0,1.0,pass,195.32474999999994,1.0,0.0,1.0,pass,1422.9244583333327,1.0,0.0,1.0,pass
consistency,0.4,0.75,1,2,8000,0.5714285714285714,-49.97581178509865,-62.46976473137331,0.013732458699483117,0.01175,-116.45082760416666,-137.16666666666666,-116.58333333333333,-100.25,0.26191430468750004,0.27675,0.0,0.001375,1.7636666666666678,0.0015,0.00043268782048955343,0.0006519318718404754,fail,184.99150000000006,0.00025,0.00017675459682848423,-9.643900978382905e-05,fail,128.83333333333334,0.00025,0.00017675459682848423,-9.643900978382905e-05,fail,477.18675,0.0,0.0,0.0,fail,291.720375,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.4,1.0,1,2,8000,0.5,-28.85354838709677,-36.066935483870964,0.03935620562762517,0.04775,-105.48386124999999,-129.16666666666666,-108.41666666666667,-88.0,0.346662625,0.614375,0.0,0.005125,1.7636666666666678,0.0085,0.0010263862577022356,0.006488282934903619,fail,184.99150000000006,0.001625,0.00045032757174638996,0.0007423579593770756,fail,128.83333333333334,0.002375,0.0005442149592532348,0.0013083386798636598,fail,477.18675,0.0,0.0,0.0,fail,291.720375,0.00075,0.0003060713764794088,0.00015010010210035878,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.4,1.5,1,2,8000,0.4,-8.008468440372723e-15,-1.0010585550465903e-14,0.16355762824783476,0.295,-47.626713645833334,-129.16666666666666,-96.33333333333333,68.69533333333347,0.46949938281250003,1.690375,0.00125,0.041125,1.7636666666666678,0.15575,0.004054194394389593,0.1478037789869964,fail,184.99150000000006,0.05225,0.002487969490870015,0.04737357979789477,fail,128.83333333333334,0.070375,0.002859684409489096,0.06477001855740136,fail,477.18675,0.017,0.001445294087720558,0.014167223588067707,fail,291.720375,0.03475,0.002047633924191529,0.030736637508584606,fail,828.9308333333331,0.008,0.0009959919678390987,0.006047855743035367,fail
consistency,0.4,2.0,1,2,8000,0.3333333333333333,20.402539725810325,25.503174657262907,0.3317917333147878,0.662375,223.79224927083334,-125.08333333333333,9.086666666666666,806.6950833333334,0.6755364765624999,2.648125,0.02925,0.12075,1.7636666666666678,0.514625,0.005587778062152701,0.5036729549981807,fail,184.99150000000006,0.311,0.005175410611729277,0.3008561952010106,fail,128.83333333333334,0.3545,0.005348244454959028,0.3440174408682803,fail,477.18675,0.176625,0.004263634150800817,0.1682682770644304,fail,291.720375,0.252375,0.004856462953825037,0.24285633261050293,fail,828.9308333333331,0.097,0.0033089084302833165,0.0905145394766447,fail
consistency,0.45,0.75,1,2,8000,0.5714285714285714,-35.399533347778224,-44.24941668472278,0.03323542624140433,0.046375,-108.841690625,-133.08333333333334,-108.58333333333333,-92.08333333333333,0.3205340859375,0.561875,0.0,0.00525,1.7636666666666678,0.007375,0.0009565961383337275,0.005500071568865894,fail,184.99150000000006,0.000875,0.0003305741926935616,0.0002270745823206193,fail,128.83333333333334,0.001125,0.00037478900314043365,0.00039041355384474995,fail,477.18675,0.0,0.0,0.0,fail,291.720375,0.00025,0.00017675459682848423,-9.643900978382905e-05,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.45,1.0,1,2,8000,0.5,-14.426774193548393,-18.033467741935493,0.09091862416107382,0.16725,-89.87925729166668,-129.33333333333334,-104.5,-40.00499999999995,0.39561029687500004,1.1815,0.0,0.022875,1.7636666666666678,0.0525,0.0024935855208915534,0.04761257237905255,fail,184.99150000000006,0.0095,0.0010845361911895795,0.007374309065268424,fail,128.83333333333334,0.01475,0.001347796233671841,0.01210831938200319,fail,477.18675,0.001625,0.00045032757174638996,0.0007423579593770756,fail,291.720375,0.00425,0.0007273184911027631,0.002824455757438585,fail,828.9308333333331,0.000625,0.0002794211371299602,7.73345712252781e-05,fail
consistency,0.45,1.5,1,2,8000,0.4,14.724264753560751,18.40533094195094,0.2925005301753485,0.62475,130.95621822916667,-125.25,-25.78708333333333,570.8474166666668,0.6356508359375,2.59525,0.012625,0.109125,1.7636666666666678,0.4325,0.005538995283442657,0.4216435692444524,fail,184.99150000000006,0.23775,0.004759529093040613,0.2284213229776404,fail,128.83333333333334,0.277,0.005003386353261159,0.26719336274760813,fail,477.18675,0.119625,0.003628271960847891,0.11251358695673813,fail,291.720375,0.183125,0.004324208516812643,0.17464955130704723,fail,828.9308333333331,0.0615,0.002686022849865578,0.05623539521426347,fail
consistency,0.45,2.0,1,2,8000,0.3333333333333333,35.70444452016804,44.63055565021005,0.4875181002027223,0.908,966.6305954166667,-75.78299999999997,520.1804166666666,2600.7208333333338,0.8715486171875,3.258625,0.166125,0.210375,1.7636666666666678,0.821875,0.004277798563148457,0.813490514816229,pass,184.99150000000006,0.677875,0.00522446748931171,0.6676350437209491,fail,128.83333333333334,0.711125,0.005067374004045389,0.701192946952071,fail,477.18675,0.519125,0.00558607906289152,0.5081762850367326,fail,291.720375,0.61025,0.005452578948305105,0.5995629452613219,fail,828.9308333333331,0.387,0.0054455371635863436,0.37632674715937076,fail
consistency,0.5,0.75,1,2,8000,0.5714285714285714,-20.823254910457784,-26.029068638072232,0.07428316140037365,0.153,-96.11277770833334,-133.08333333333334,-104.5,-59.47449999999996,0.3753564609375,1.045125,0.0,0.0185,1.7636666666666678,0.038125,0.0021410127386064285,0.0339286150323314,fail,184.99150000000006,0.0055,0.0008268728741469271,0.0038793291666720225,fail,128.83333333333334,0.00875,0.0010412394957453352,0.0067091705883391434,fail,477.18675,0.000625,0.0002794211371299602,7.73345712252781e-05,fail,291.720375,0.00325,0.000636340857952717,0.0020027719184126744,fail,828.9308333333331,0.000125,0.00012499218725584412,-0.00011998468702145444,fail
consistency,0.5,1.0,1,2,8000,0.5,0.0,0.0,0.18041534181240063,0.42,-31.016754166666665,-129.33333333333334,-92.25,125.32650000000002,0.501112328125,1.980875,0.00075,0.063875,1.7636666666666678,0.202125,0.0044898564060418455,0.193324881444158,fail,184.99150000000006,0.07325,0.002912997543339163,0.06754052481505524,fail,128.83333333333334,0.096625,0.0033031918157859076,0.09015074404105962,fail,477.18675,0.024375,0.0017241251178133797,0.020995714769085776,fail,291.720375,0.04725,0.0023721677190915486,0.042600551270580565,fail,828.9308333333331,0.008125,0.0010036797531458926,0.006157787683834051,fail
consistency,0.5,1.5,1,2,8000,0.4,29.448529507121513,36.81066188390189,0.4430545372511421,0.884375,694.2814967708334,-100.58333333333333,317.535,1972.4383333333349,0.8360260234375001,3.389875,0.097875,0.21475,1.7636666666666678,0.7585,0.004785103838998691,0.7491211964755625,fail,184.99150000000006,0.588375,0.005502157069902222,0.5775907721429916,fail,128.83333333333334,0.6315,0.005393372669304431,0.6209289895681632,fail,477.18675,0.411625,0.005502157069902222,0.4008407721429917,fail,291.720375,0.514,0.005587978167459139,0.5030475627917801,fail,828.9308333333331,0.288875,0.005067374004045389,0.278942946952071,fail
consistency,0.5,2.0,1,2,8000,0.3333333333333333,51.006349314525764,63.75793664315721,0.6319825406668893,0.9885,2588.9427257291663,269.2355,2001.5258333333331,5803.036666666668,0.971925640625,3.325375,0.4855,0.2615,1.7636666666666678,0.968625,0.0019490577651457652,0.9648048467803143,pass,184.99150000000006,0.918625,0.0030568183903979308,0.91263363595482,pass,128.83333333333334,0.934125,0.0027734338908427226,0.9286890695739483,pass,477.18675,0.843875,0.004058170529545917,0.8359209857620901,pass,291.720375,0.8945,0.0034345623811484344,0.887768257732949,pass,828.9308333333331,0.75625,0.004800207515045574,0.7468415932705107,fail
consistency,0.55,0.75,1,2,8000,0.5714285714285714,-6.246976473137321,-7.808720591421652,0.15184083722330974,0.375375,-53.714764583333334,-129.33333333333334,-96.33333333333333,59.06366666666667,0.466518765625,1.80075,0.000625,0.058625,1.7636666666666678,0.147125,0.003960417187225987,0.13936258231303708,fail,184.99150000000006,0.0475,0.0023781229467796654,0.042838879024311854,fail,128.83333333333334,0.062375,0.0027038019383592063,0.05707554820081596,fail,477.18675,0.0135,0.0012902398032923958,0.010971129985546904,fail,291.720375,0.028875,0.001872205730381947,0.025205476768451383,fail,828.9308333333331,0.004625,0.0007585849799956495,0.0031381734392085265,fail
consistency,0.55,1.0,1,2,8000,0.5,14.4267741935484,18.0334677419355,0.30994733391146173,0.727875,172.69708916666667,-125.21924999999999,-2.85125,665.3829166666667,0.6792299531249999,2.998625,0.01325,0.159375,1.7636666666666678,0.49175,0.005589408930065862,0.48079475849707093,fail,184.99150000000006,0.280875,0.005024741714444136,0.2710265062396895,fail,128.83333333333334,0.3305,0.005259155706955253,0.32019205481436774,fail,477.18675,0.143375,0.003918204457640642,0.13569531926302433,fail,291.720375,0.218375,0.00461908215145336,0.20932159898315142,fail,828.9308333333331,0.07475,0.0029402898985474205,0.06898703179884705,fail
consistency,0.55,1.5,1,2,8000,0.4,44.17279426068229,55.21599282585286,0.5889307861799514,0.98475,1988.6880489583332,115.987,1388.835,4712.832,0.95661234375,3.814125,0.34225,0.303125,1.7636666666666678,0.94625,0.002521431575018445,0.9413079941129638,pass,184.99150000000006,0.873625,0.0037149084674962048,0.8663437794037074,pass,128.83333333333334,0.894625,0.0034327669119640206,0.8878967768525505,pass,477.18675,0.767125,0.004725518944716549,0.7578629828683555,fail,291.720375,0.83525,0.004147400352931941,0.8271210953082534,pass,828.9308333333331,0.649875,0.005333121557481603,0.6394220817473361,fail
consistency,0.55,2.0,1,2,8000,0.3333333333333333,66.3082541088835,82.88531763610438,0.7539072777982424,0.999125,5207.516709166666,1415.3583333333336,4911.8358333333335,9384.859,0.99619159375,2.859,0.803125,0.25525,1.7636666666666678,0.99725,0.0005854952497672409,0.9961024293104562,pass,184.99150000000006,0.99075,0.0010703058850160536,0.9886522004653685,pass,128.83333333333334,0.993,0.0009321346469260762,0.9911730160920249,pass,477.18675,0.975875,0.0017154804128508708,0.9725126583908124,pass,291.720375,0.985125,0.0013534093234771943,0.9824723177259848,pass,828.9308333333331,0.952875,0.0023691832552326965,0.948231400819744,pass
consistency,0.6,0.75,1,2,8000,0.5714285714285714,8.329301964183095,10.411627455228869,0.2716924953735772,0.6995,88.65921427083333,-125.08333333333333,-36.592083333333335,430.1563333333334,0.6406198437499999,2.797875,0.005125,0.15225,1.7636666666666678,0.406,0.005490491781252387,0.3952386361087453,fail,184.99150000000006,0.205375,0.004516582078505272,0.19652249912612968,fail,128.83333333333334,0.248,0.004828250200642051,0.23853662960674157,fail,477.18675,0.087875,0.0031652998352249347,0.08167101232295912,fail,291.720375,0.1465,0.003953443910061201,0.13875124993628005,fail,828.9308333333331,0.04175,0.0022362618781126688,0.03736692671889917,fail
consistency,0.6,1.0,1,2,8000,0.5,28.85354838709677,36.066935483870964,0.45789326507345823,0.936125,782.2273522916666,-65.44458333333334,394.81624999999997,2129.133333333334,0.872112234375,3.921375,0.097,0.292,1.7636666666666678,0.815625,0.004335620765458506,0.8071271832997013,pass,184.99150000000006,0.637625,0.0053742366827183,0.6270914961018721,fail,128.83333333333334,0.684875,0.005194001761346929,0.67469475654776,fail,477.18675,0.456125,0.005568606023671903,0.44521053219360307,fail,291.720375,0.56125,0.005548067653471793,0.5503757873991953,fail,828.9308333333331,0.317875,0.0052061320139692,0.3076709812526204,fail
consistency,0.6,1.5,1,2,8000,0.4,58.89705901424304,73.6213237678038,0.7180156976673218,0.99925,4362.799154791666,955.9604166666668,3865.2162500000004,8506.05575,0.9935356640625,3.53075,0.691,0.317,1.7636666666666678,0.994875,0.0007983368943466196,0.9933102596870805,pass,184.99150000000006,0.983,0.0014452940877205586,0.9801672235880677,pass,128.83333333333334,0.9875,0.0012421629321469848,0.985065360652992,pass,477.18675,0.955125,0.0023146607304041344,0.9505882649684079,pass,291.720375,0.973875,0.001783342520907017,0.9703796486590223,pass,828.9308333333331,0.916625,0.003090784879585604,0.9105670616360122,pass
consistency,0.6,2.0,1,2,8000,0.3333333333333333,81.6101589032412,102.0126986290515,0.8435925153392915,1.0,8530.805383645833,3961.3570000000004,8536.380416666667,13008.502499999999,0.9997562109375,2.154125,0.961875,0.212375,1.7636666666666678,0.999875,0.000124992187255865,0.9996300153129785,pass,184.99150000000006,0.9995,0.0002499374921855325,0.9990101225153164,pass,128.83333333333334,0.999625,0.00021646575219882191,0.9992007271256903,pass,477.18675,0.99825,0.0004672977503690807,0.9973340964092766,pass,291.720375,0.999375,0.0002794211371299572,0.9988273345712253,pass,828.9308333333331,0.99575,0.000727318491102761,0.9943244557574387,pass
consistency,0.4,0.75,2,2,8000,0.5714285714285714,-33.914113538265575,-42.39264192283197,0.0039508554503293195,0.0015,-127.422335625,-145.33333333333334,-124.75,-108.41666666666667,0.1642671328125,0.09825,0.0,0.0,-10.781333333333325,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,184.99150000000006,0.0,0.0,0.0,fail,90.8747500000002,0.0,0.0,0.0,fail,477.18675,0.0,0.0,0.0,fail,234.95008333333334,0.0,0.0,0.0,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.4,1.0,2,2,8000,0.5,-19.58032258064516,-24.47540322580645,0.02016230073825633,0.01925,-111.17857489583332,-132.91666666666666,-112.5,-96.16666666666667,0.306367546875,0.36725,0.0,0.00175,-10.781333333333325,0.00475,0.000768719511590541,0.0032433097572825394,fail,184.99150000000006,0.000625,0.0002794211371299602,7.73345712252781e-05,fail,90.8747500000002,0.001125,0.00037478900314043365,0.00039041355384474995,fail,477.18675,0.0,0.0,0.0,fail,234.95008333333334,0.0005,0.00024993749218554627,1.0122515316329317e-05,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.4,1.5,2,2,8000,0.4,-5.434631239655031e-15,-6.793289049568788e-15,0.15501897339842197,0.305875,-51.927447916666665,-129.33333333333334,-100.25,52.042166666666674,0.4580377734375,1.753375,0.00075,0.05025,-10.781333333333325,0.17975,0.0042930166768252835,0.17133568731342244,fail,184.99150000000006,0.048625,0.0024046987694667705,0.043911790411845134,fail,90.8747500000002,0.079375,0.003022304778124635,0.07345128263487571,fail,477.18675,0.018,0.0014864386970204993,0.01508658015383982,fail,234.95008333333334,0.039875,0.002187606693826612,0.03558729088009984,fail,828.9308333333331,0.00625,0.0008811170112419803,0.004523010657965719,fail
consistency,0.4,2.0,2,2,8000,0.3333333333333333,13.84537887459429,17.306723593242864,0.3861728075287617,0.79925,450.62640375,-121.16666666666667,135.41958333333332,1396.5547500000005,0.762635234375,3.234625,0.066125,0.183625,-10.781333333333325,0.678625,0.005221267918032458,0.6683913148806564,fail,184.99150000000006,0.46375,0.005575458921694249,0.45282210051347926,fail,90.8747500000002,0.54625,0.005566203121293724,0.5353402418822644,fail,477.18675,0.301125,0.005128946460714423,0.2910722649369997,fail,234.95008333333334,0.429875,0.005534917392958544,0.41902656190980125,fail,828.9308333333331,0.195125,0.0044307340584687546,0.18644076124540124,fail
consistency,0.45,0.75,2,2,8000,0.5714285714285714,-24.022497089604794,-30.028121362005994,0.01372270152095724,0.0105,-116.17893104166667,-137.0,-116.58333333333333,-100.25,0.26312052343750003,0.27825,0.0,0.000375,-10.781333333333325,0.001,0.0003533765696816924,0.00030738192342388295,fail,184.99150000000006,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,90.8747500000002,0.000375,0.0002164657521988178,-4.9272874309682865e-05,fail,477.18675,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,234.95008333333334,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,828.9308333333331,0.0,0.0,0.0,fail
consistency,0.45,1.0,2,2,8000,0.5,-9.790161290322585,-12.237701612903232,0.06338044993032052,0.104625,-98.84072885416667,-129.16666666666666,-104.5,-75.75,0.367905078125,0.918125,0.0,0.01075,-10.781333333333325,0.03475,0.002047633924191529,0.030736637508584606,fail,184.99150000000006,0.004125,0.0007165877802998039,0.0027204879506123845,fail,90.8747500000002,0.008875,0.001048584425249107,0.00681977452651175,fail,477.18675,0.00125,0.00039503757732651206,0.00047572634844003636,fail,234.95008333333334,0.003,0.0006114531870879406,0.0018015517533076365,fail,828.9308333333331,0.000375,0.0002164657521988178,-4.9272874309682865e-05,fail
consistency,0.45,1.5,2,2,8000,0.4,9.992041525349194,12.490051906686492,0.3279310381570395,0.71875,232.31747083333332,-125.25,18.238333333333333,835.4375000000009,0.6894771718749999,3.014875,0.023375,0.16125,-10.781333333333325,0.55725,0.005553404783328872,0.5463653266246754,fail,184.99150000000006,0.328,0.00524899990474376,0.3177119601867022,fail,90.8747500000002,0.41275,0.005504400938113066,0.4019613741612984,fail,477.18675,0.17875,0.004283667200833884,0.17035401228636557,fail,234.95008333333334,0.294375,0.005095566202285571,0.2843876902435203,fail,828.9308333333331,0.101125,0.0033708072915660725,0.0945182177085305,fail
