path,win_probability,win_loss_ratio,segments_per_day,micros,runs,breakeven_win_probability,expected_gross_edge_ticks_per_trade_per_micro,expected_gross_edge_usd_per_trade_per_micro,pass_rate_per_attempt,p_first_payout_within_12m,monthly_net_mean,monthly_net_p10,monthly_net_p50,monthly_net_p90,p_beats_random_null_trader,mean_xfa_breaches,p_run_reaches_5_live,p_same_day_multi_breach,c80_critical_value,c80_power,c80_power_se,c80_power_lower95,c80_verdict,robust_c80_critical_value,robust_c80_power,robust_c80_power_se,robust_c80_power_lower95,robust_c80_verdict,c90_critical_value,c90_power,c90_power_se,c90_power_lower95,c90_verdict,robust_c90_critical_value,robust_c90_power,robust_c90_power_se,robust_c90_power_lower95,robust_c90_verdict,c95_critical_value,c95_power,c95_power_se,c95_power_lower95,c95_verdict,robust_c95_critical_value,robust_c95_power,robust_c95_power_se,robust_c95_power_lower95,robust_c95_verdict
standard,0.45,1.5,2,2,8000,0.4,9.992041525349194,12.490051906686492,0.3276517969098676,0.898,239.03883520833332,-103.63833333333334,43.639583333333334,795.5898333333334,0.706465953125,3.4555,0.004375,0.128125,20.036833333333348,0.54075,0.005571573358352199,0.5298297162176296,fail,420.1011666666668,0.19925,0.0044658347134102485,0.19049696396171592,fail,142.3644166666668,0.375125,0.0054130194251337214,0.3645154819267379,fail,873.5891666666669,0.085125,0.003120070799977943,0.07900966123204324,fail,304.3561249999999,0.257,0.0048855782666947425,0.24742426659727831,fail,1422.9244583333327,0.038125,0.0021410127386064285,0.0339286150323314,fail
standard,0.45,2.0,2,2,8000,0.3333333333333333,24.229413030539988,30.286766288174984,0.5768060326597139,0.99725,1896.9414871875001,105.15141666666669,1210.2779166666667,4660.895583333334,0.9489425,5.43875,0.165625,0.358625,20.036833333333348,0.9395,0.0026655147251515984,0.9342755911387028,pass,420.1011666666668,0.761125,0.004767254639399389,0.7517811809067773,fail,142.3644166666668,0.883125,0.003591922089477303,0.8760848327046246,pass,873.5891666666669,0.593875,0.005490759104793708,0.5831131121546044,fail,304.3561249999999,0.8085,0.004399257749893725,0.7998774548102083,marginal,1422.9244583333327,0.45075,0.0055629852316449666,0.43984654894597586,fail
standard,0.5,0.75,2,2,8000,0.5714285714285714,-14.130880640944,-17.66360080118,0.04415697358408523,0.19075,-98.02123635416667,-129.0,-104.33333333333333,-74.20683333333331,0.26482124218749997,0.719625,0.0,0.005,20.036833333333348,0.024625,0.0017327221854281777,0.021228864516560773,fail,420.1011666666668,0.000875,0.0003305741926935616,0.0002270745823206193,fail,142.3644166666668,0.006625,0.0009069943064181825,0.004847291159420362,fail,873.5891666666669,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,304.3561249999999,0.00175,0.0004672977503690768,0.0008340964092766096,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.5,1.0,2,2,8000,0.5,0.0,0.0,0.16811461230419283,0.647,-16.7199178125,-121.0,-79.83333333333333,141.63325,0.4816625703125,2.0435,0.000375,0.045875,20.036833333333348,0.203,0.00449709628538238,0.19418569128065055,fail,420.1011666666668,0.029875,0.0019033682110603297,0.026144398306321752,fail,142.3644166666668,0.09975,0.0033503719476350685,0.09318327098263528,fail,873.5891666666669,0.008,0.0009959919678390987,0.006047855743035367,fail,304.3561249999999,0.048625,0.0024046987694667705,0.043911790411845134,fail,1422.9244583333327,0.002,0.0004994997497496871,0.0010209804904906135,fail
standard,0.5,1.5,2,2,8000,0.4,19.984083050698395,24.980103813372992,0.5213356325442859,0.99175,1156.7440172916665,5.201666666666669,657.845,2912.6081666666664,0.9117285,5.214,0.0715,0.32675,20.036833333333348,0.885875,0.0035549346754722515,0.8789073280360744,pass,420.1011666666668,0.613625,0.0054439112705733,0.6029549339096764,fail,142.3644166666668,0.7915,0.004541857411896591,0.7825979594726826,fail,873.5891666666669,0.419125,0.005516557286648531,0.4083125477181689,fail,304.3561249999999,0.68325,0.005201195024943787,0.6730556577511102,fail,1422.9244583333327,0.272625,0.004978712300572809,0.2628667238908773,fail
standard,0.5,2.0,2,2,8000,0.3333333333333333,34.61344718648569,43.26680898310712,0.7323518066092324,1.0,5355.631376145833,1180.8289166666666,4810.4725,10464.84125,0.9943681249999999,5.26775,0.599,0.42625,20.036833333333348,0.996125,0.0006946207935809259,0.9947635432445814,pass,420.1011666666668,0.97325,0.0018039691481563664,0.9697142204696134,pass,142.3644166666668,0.991625,0.0010188755674148844,0.9896280038878668,pass,873.5891666666669,0.932,0.0028146047679914127,0.9264833746547368,pass,304.3561249999999,0.981375,0.0015115434733658838,0.9784123747922029,pass,1422.9244583333327,0.87275,0.0037258797199453443,0.8654472757489071,pass
standard,0.55,0.75,2,2,8000,0.5714285714285714,-4.239264192283191,-5.299080240353988,0.12314175972686535,0.5215,-53.06666125,-124.124,-92.08333333333333,45.98258333333339,0.407565046875,1.61875,0.00025,0.030625,20.036833333333348,0.1245,0.0036912015320217885,0.1172652449972373,fail,420.1011666666668,0.013625,0.001296117248506091,0.01108461019292806,fail,142.3644166666668,0.0535,0.002515893231041413,0.04856884926715883,fail,873.5891666666669,0.002625,0.0005720696390082243,0.0015037435075438805,fail,304.3561249999999,0.0225,0.0016580768227075608,0.01925016942749318,fail,1422.9244583333327,0.001,0.0003533765696816924,0.00030738192342388295,fail
standard,0.55,1.0,2,2,8000,0.5,9.79016129032259,12.237701612903237,0.3414273737162021,0.926375,252.1601928125,-99.05649999999999,65.14541666666668,790.6010833333336,0.7283238515624999,3.661875,0.005125,0.166625,20.036833333333348,0.577,0.005523483954896583,0.5661739714484026,fail,420.1011666666668,0.212,0.004569682702332844,0.2030434219034276,fail,142.3644166666668,0.4045,0.005487255119820838,0.3937449799651512,fail,873.5891666666669,0.085375,0.0031242220906771336,0.07925152470227283,fail,304.3561249999999,0.274875,0.004991476915390374,0.26509170524583486,fail,1422.9244583333327,0.037625,0.0021274797112722367,0.033455139765906416,fail
standard,0.55,1.5,2,2,8000,0.4,29.976124576047606,37.47015572005951,0.6891410015311733,0.999875,3755.8512130208333,608.2598333333333,2912.0858333333335,8345.20241666667,0.9874436406249999,5.972,0.412875,0.4985,20.036833333333348,0.992,0.000995991967839099,0.9900478557430353,pass,420.1011666666668,0.93625,0.0027314359204455075,0.9308963855959268,pass,142.3644166666668,0.975,0.0017455300054711185,0.9715787611892766,pass,873.5891666666669,0.847625,0.004018035268868978,0.8397496508730168,pass,304.3561249999999,0.954125,0.0023390832706158622,0.9495403967895929,pass,1422.9244583333327,0.735375,0.00493202049588959,0.7257082398280564,fail
standard,0.55,2.0,2,2,8000,0.3333333333333333,44.99748134243141,56.24685167803926,0.8487147352141219,1.0,10108.539392708335,4798.004916666667,10624.674166666668,14473.98425,0.999716015625,3.34925,0.932125,0.27725,20.036833333333348,0.999875,0.000124992187255865,0.9996300153129785,pass,420.1011666666668,0.998875,0.00037478900314044075,0.9981404135538446,pass,142.3644166666668,0.99975,0.00017675459682847447,0.9994035609902162,pass,873.5891666666669,0.99725,0.0005854952497672409,0.9961024293104562,pass,304.3561249999999,0.9995,0.0002499374921855325,0.9990101225153164,pass,1422.9244583333327,0.992,0.000995991967839099,0.9900478557430353,pass
standard,0.6,0.75,2,2,8000,0.5714285714285714,5.652352256377587,7.065440320471984,0.27620084005410517,0.8685,116.50376812500001,-109.66541666666667,-10.182083333333333,479.1996666666667,0.6421697109375,3.105375,0.0015,0.12275,20.036833333333348,0.43225,0.005538613742399808,0.4213943170648964,fail,420.1011666666668,0.118,0.0036068684478367105,0.11093053784224004,fail,142.3644166666668,0.271375,0.0049715516865335915,0.2616307586943941,fail,873.5891666666669,0.039375,0.0021744139835539597,0.03511314859223424,fail,304.3561249999999,0.1605,0.0041039576934953905,0.15245624292074905,fail,1422.9244583333327,0.014625,0.0013421582141740966,0.011994369900218772,fail
standard,0.6,1.0,2,2,8000,0.5,19.58032258064516,24.47540322580645,0.534851315504268,0.995,1209.3095697916667,26.045750000000016,727.2379166666667,2988.9966666666674,0.9219305859375,5.46575,0.08,0.390875,20.036833333333348,0.904,0.003293630216038224,0.8975444847765651,pass,420.1011666666668,0.644875,0.005350364875115995,0.6343882848447726,fail,142.3644166666668,0.8135,0.0043548500261203025,0.8049644939488042,pass,873.5891666666669,0.446125,0.0055576240919006925,0.43523205677987464,fail,304.3561249999999,0.7115,0.0050654189116005,0.7015717789332631,fail,1422.9244583333327,0.294625,0.005096826333305364,0.2846352203867215,fail
standard,0.6,1.5,2,2,8000,0.4,39.9681661013968,49.960207626746,0.8162511759172154,1.0,8337.103860729167,2827.900416666667,8428.264583333334,13694.613000000001,0.999195421875,4.631125,0.83,0.43125,20.036833333333348,0.999875,0.000124992187255865,0.9996300153129785,pass,420.1011666666668,0.997,0.0006114531870879408,0.9958015517533076,pass,142.3644166666668,0.999,0.0003533765696816926,0.9983073819234238,pass,873.5891666666669,0.989,0.0011661367844296832,0.9867143719025178,pass,304.3561249999999,0.9985,0.0004326878204895456,0.9976519318718405,pass,1422.9244583333327,0.97175,0.0018524287266990867,0.9681192396956698,pass
standard,0.6,2.0,2,2,8000,0.3333333333333333,55.3815154983771,69.22689437297137,0.915358397025408,1.0,14089.01637875,10508.915583333333,14535.124583333334,17070.085833333334,0.999993046875,1.680625,0.99625,0.140375,20.036833333333348,1.0,0.0,1.0,pass,420.1011666666668,1.0,0.0,1.0,pass,142.3644166666668,1.0,0.0,1.0,pass,873.5891666666669,0.999875,0.000124992187255865,0.9996300153129785,pass,304.3561249999999,1.0,0.0,1.0,pass,1422.9244583333327,0.999875,0.000124992187255865,0.9996300153129785,pass
standard,0.4,0.75,4,2,8000,0.5714285714285714,-22.761941241789835,-28.45242655223729,0.0008262314922206232,0.00075,-148.48480895833333,-169.66666666666666,-149.25,-128.83333333333334,0.022795859374999998,0.025875,0.0,0.0,-17.440166666666652,0.00025,0.00017675459682848423,-9.643900978382905e-05,fail,420.1011666666668,0.0,0.0,0.0,fail,66.25,0.0,0.0,0.0,fail,873.5891666666669,0.0,0.0,0.0,fail,195.32474999999994,0.0,0.0,0.0,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.4,1.0,4,2,8000,0.5,-13.141612903225802,-16.427016129032253,0.006031233749175731,0.01525,-119.51859739583332,-137.0,-120.66666666666667,-104.33333333333333,0.132831671875,0.134625,0.0,0.0,-17.440166666666652,0.0015,0.00043268782048955343,0.0006519318718404754,fail,420.1011666666668,0.0,0.0,0.0,fail,66.25,0.000125,0.00012499218725584412,-0.00011998468702145444,fail,873.5891666666669,0.0,0.0,0.0,fail,195.32474999999994,0.0,0.0,0.0,fail,1422.9244583333327,0.0,0.0,0.0,fail
standard,0.4,1.5,4,2,8000,0.4,-3.647530306468085e-15,-4.5594128830851056e-15,0.12860449829956275,0.5005,-47.993625,-121.0,-88.16666666666667,48.78141666666667,0.4230914140625,1.567875,0.000125,0.0255,-17.440166666666652,0.173125,0.004230140871989372,0.16483392389090085,fail,420.1011666666668,0.0175,0.001466021401617316,0.014626598052830063,fail,66.25,0.087625,0.0031612272018750882,0.08142899468432482,fail,873.5891666666669,0.004125,0.0007165877802998039,0.0027204879506123845,fail,195.32474999999994,0.045125,0.002320795509491304,0.040576240801397045,fail,1422.9244583333327,0.000875,0.0003305741926935616,0.0002270745823206193,fail
